,,,,,CPX,,,,OC,,,,,,CL,,,,,,GS,,,,,,OCG,,,,,,,
instance,k/|V|,weight,|V|,|E|,T,EG,#N,GI,T,EG,#N,GI,#C,ST,T,EG,#N,GI,#C,ST,T,EG,#N,GI,#C,ST,T,EG,#N,GI,#C(OC),#C(CL),#C(GS),ST
19,50%,nonunit,200,862,52.5,NA,7927,73.5,13.2,NA,949,89.1,1406,0.8,40.7,NA,6988,77.9,147,0,43.3,NA,6009,76.5,771,0.6,12.3,NA,924,88.4,1194,106,378,0.7
21,50%,nonunit,24765,19655,2.4,NA,1,100.0,2.4,NA,1,100.0,0,0,3.3,NA,1,100.0,0,0,2.3,NA,1,100.0,0,0,3.4,NA,1,100.0,0,0,0,0
23,50%,nonunit,27717,133665,3517.5,0.5,22817,0,3577.6,0.5,14603,0,12000,0.1,3535.3,<0.1,30101,88.8,4116,0.6,3552.1,0.5,22901,0,0,<0.1,3570.1,<0.1,20779,89.5,12000,3658,0,0.8
25,50%,nonunit,23194,18295,1.9,NA,1,100.0,2.0,NA,1,100.0,0,0,2.9,NA,1,100.0,0,0,2.0,NA,1,100.0,0,0,2.9,NA,1,100.0,0,0,0,0
27,50%,nonunit,65866,52435,13.0,NA,1,100.0,13.3,NA,1,100.0,0,0,20.9,NA,1,100.0,0,0,13.1,NA,1,100.0,0,0,21.0,NA,1,100.0,0,0,0,0
29,50%,nonunit,13431,16234,7.7,NA,1,100.0,8.0,NA,1,100.0,1888,0.1,7.3,NA,1,100.0,260,<0.1,8.7,NA,1,100.0,0,1.0,9.5,NA,1,100.0,1907,251,0,1.1
31,50%,nonunit,200,813,830.5,NA,120763,78.3,64.7,NA,4841,89.3,1776,0.7,311.3,NA,64015,81.1,235,0.1,671.1,NA,95795,79.5,1139,1.2,110.2,NA,12144,89.2,1788,143,384,0.9
33,50%,nonunit,4410,6885,3.7,NA,1,100.0,4.9,NA,1,100.0,1390,3.0,2.6,NA,1,100.0,367,0,5.7,NA,1,100.0,0,1.9,7.3,NA,1,100.0,1390,182,0,5.2
35,50%,nonunit,200,864,465.8,NA,61933,69.8,61.8,NA,4734,86.9,2076,0.8,390.1,NA,71953,74.6,170,0.1,493.7,NA,86121,69.4,714,0.8,91.6,NA,8179,87.0,2059,119,382,1.2
37,50%,nonunit,198,808,28.5,NA,3053,80.2,6.5,NA,164,93.5,1750,0.6,9.8,NA,982,80.9,112,0,45.4,NA,7546,76.3,574,0.3,7.7,NA,197,93.6,1786,91,377,0.9
39,50%,nonunit,6795,10620,5.5,NA,1,100.0,11.9,NA,1,100.0,2096,7.8,6.1,NA,1,100.0,433,<0.1,10.1,NA,1,100.0,0,4.5,16.1,NA,1,100.0,2096,195,0,11.8
41,50%,nonunit,200,1023,1139.9,NA,200267,73.8,46.9,NA,3009,87.9,1936,0.7,336.4,NA,41838,77.1,247,<0.1,2031.1,NA,297622,72.2,396,0.5,42.8,NA,2060,89.4,2112,147,388,1.1
43,50%,nonunit,200,841,242.7,NA,57036,80.6,29.8,NA,2665,92.0,1421,0.6,54.3,NA,9379,86.1,256,0,84.1,NA,12061,85.0,782,0.5,16.0,NA,1056,92.2,1797,150,388,1.1
45,50%,nonunit,200,1020,979.8,NA,127915,71.3,25.0,NA,788,90.5,2553,1.3,346.1,NA,43284,76.7,226,<0.1,481.1,NA,52701,74.3,1290,0.9,54.5,NA,2732,89.4,2599,149,384,1.4
47,50%,nonunit,200,1093,3379.9,0.3,264608,69.2,117.3,NA,4570,87.3,2556,1.0,1603.3,NA,193157,76.6,275,0.2,3533.2,0.4,393521,70.5,1012,1.1,174.1,NA,10353,88.6,2311,146,377,1.1
49,50%,nonunit,200,933,727.0,NA,105512,70.4,16.9,NA,725,91.1,2024,0.7,133.5,NA,18461,77.4,179,0,140.7,NA,19646,71.1,1204,0.9,14.8,NA,525,90.0,1843,137,389,0.8
51,50%,nonunit,200,1098,3446.1,0.4,272893,70.4,197.3,NA,17559,86.7,2028,0.8,913.2,NA,120885,75.1,262,0.1,2461.5,NA,230595,71.6,790,0.6,277.1,NA,17156,87.6,2378,148,378,1.4
53,50%,nonunit,200,1026,718.7,NA,74004,73.1,57.1,NA,3643,90.2,2529,1.0,494.9,NA,66577,77.7,223,0.1,709.3,NA,81325,74.0,1168,0.8,32.8,NA,1408,89.9,2165,145,380,1.0
55,50%,nonunit,200,938,123.4,NA,15117,73.3,15.2,NA,534,91.8,2202,0.9,57.2,NA,7034,76.8,192,0,185.4,NA,21375,72.5,892,0.8,12.5,NA,292,91.2,2391,145,356,1.2
57,50%,nonunit,200,1160,3462.8,0.3,244093,72.5,79.6,NA,2868,90.4,3136,1.5,795.7,NA,104112,78.0,327,0.1,3519.4,0.4,311930,71.3,596,0.7,128.4,NA,5405,89.8,2578,164,384,1.3
59,50%,nonunit,200,961,2595.8,NA,428162,67.7,114.7,NA,10758,85.1,1674,0.5,387.2,NA,65421,74.3,234,0.1,1749.1,NA,281781,71.8,773,0.8,67.3,NA,3587,86.8,2138,148,379,0.9
61,50%,nonunit,200,931,205.7,NA,28882,71.2,23.5,NA,1618,90.8,2127,0.8,45.0,NA,5808,80.3,186,0,80.8,NA,10782,75.4,968,0.6,18.1,NA,837,89.3,1956,131,386,0.9
63,50%,nonunit,200,1011,1534.9,NA,197293,71.9,36.2,NA,2029,90.5,2381,1.0,320.3,NA,26002,78.4,214,<0.1,1061.3,NA,101008,72.1,967,0.7,31.8,NA,1032,89.7,2435,146,392,1.1
65,50%,nonunit,200,1011,210.4,NA,20928,77.0,17.1,NA,382,93.4,2334,1.2,99.9,NA,10620,83.4,210,0,354.9,NA,26770,76.7,793,0.6,17.0,NA,489,92.6,2107,144,397,1.0
67,50%,nonunit,200,1174,3505.4,0.3,216112,72.2,151.0,NA,6088,88.5,2376,0.8,555.7,NA,52838,78.3,326,0.1,3407.1,0.2,278879,71.0,1313,1.0,241.3,NA,13261,89.2,2870,159,390,1.6
69,50%,nonunit,200,1083,3504.6,0.4,264532,68.2,253.5,NA,12991,85.9,2113,0.8,3488.1,0.2,377978,75.6,310,0.4,3517.5,0.6,246301,70.9,901,0.9,282.3,NA,15752,86.2,2325,147,381,1.3
71,50%,nonunit,200,952,3519.1,0.3,353343,71.0,86.0,NA,3713,88.4,2747,1.5,1152.4,NA,140296,73.3,183,0.1,3430.4,NA,416408,69.9,1515,1.5,154.3,NA,8620,88.4,2518,136,397,1.2
73,50%,nonunit,200,1078,398.4,NA,24345,73.5,29.7,NA,931,90.8,2027,0.7,254.8,NA,25994,79.0,253,0,536.3,NA,43557,73.3,1144,0.8,26.1,NA,603,91.6,2502,148,388,1.3
75,50%,nonunit,26300,41500,52.8,NA,1,100.0,32.4,NA,1,100.0,4497,0.2,48.7,NA,1,100.0,819,<0.1,52.1,NA,1,100.0,0,<0.1,41.4,NA,1,100.0,4449,522,0,0.2
77,50%,nonunit,200,961,2594.5,NA,428162,67.7,114.7,NA,10758,85.1,1674,0.5,387.9,NA,65421,74.3,234,<0.1,1752.2,NA,281781,71.8,773,0.8,67.2,NA,3587,86.8,2138,148,379,0.9
79,50%,nonunit,26300,41500,58.4,NA,1,100.0,33.0,NA,1,100.0,4559,0.2,51.5,NA,1,100.0,896,<0.1,55.6,NA,1,100.0,0,<0.1,37.0,NA,1,100.0,4558,522,0,0.2
81,50%,nonunit,199,1091,3549.2,0.7,188001,67.7,224.8,NA,7835,88.5,3259,1.2,2089.7,NA,175360,74.9,264,0.2,3528.0,0.8,202301,66.2,1184,1.0,195.1,NA,6501,87.5,2715,145,394,1.1
83,50%,nonunit,200,1172,3511.3,1.1,176901,70.7,1154.5,NA,34437,85.2,3247,1.2,3454.4,1.0,230401,71.5,306,0.3,3523.6,1.2,170044,66.1,1531,1.3,2933.1,NA,117919,85.1,3273,154,392,2.0
85,50%,nonunit,11470,17408,15.2,NA,1,100.0,17.2,NA,1,100.0,2937,10.0,11.8,NA,1,100.0,434,<0.1,15.2,NA,1,100.0,0,0,18.0,NA,1,100.0,2937,215,0,10.0
87,50%,nonunit,13590,21240,18.6,NA,1,100.0,20.3,NA,1,100.0,3321,0.1,18.7,NA,1,100.0,473,<0.1,19.0,NA,1,100.0,0,0,21.0,NA,1,100.0,3321,334,0,0.1
89,50%,nonunit,57316,77978,385.6,NA,743,100.0,303.7,NA,7,100.0,16979,3.9,696.5,NA,3095,99.9,1135,0.1,389.6,NA,743,100.0,0,<0.1,322.6,NA,7,100.0,17095,636,0,4.0
91,50%,nonunit,200,1163,3529.9,1.0,265001,68.3,1061.4,NA,37442,86.2,2877,0.9,3529.7,0.5,287343,75.6,340,0.4,3519.8,1.0,194316,70.0,1519,1.3,1736.9,NA,88087,86.1,2854,171,392,1.5
93,50%,nonunit,200,1162,3442.7,0.9,269701,66.3,2388.2,NA,147857,84.1,2843,1.3,3488.3,0.4,360601,76.4,329,0.5,3434.7,0.8,218201,65.9,1295,1.0,1246.7,NA,62630,83.8,2724,158,390,1.5
95,50%,nonunit,15783,24663,25.8,NA,1,100.0,20.1,NA,1,100.0,3719,0.1,29.8,NA,1,100.0,728,0.1,25.6,NA,1,100.0,0,0,21.6,NA,1,100.0,3719,462,0,0.1
97,50%,nonunit,18096,28281,30.2,NA,1,100.0,25.8,NA,1,100.0,3588,0.1,32.7,NA,1,100.0,746,0.1,29.9,NA,1,100.0,0,0,27.9,NA,1,100.0,3588,476,0,0.1
99,50%,nonunit,26300,41500,51.0,NA,1,100.0,38.6,NA,1,100.0,4544,0.2,49.9,NA,1,100.0,863,0.1,50.4,NA,1,100.0,0,0,42.0,NA,1,100.0,4550,522,0,0.2
101,50%,nonunit,26300,41500,50.0,NA,1,100.0,41.5,NA,1,100.0,4472,0.2,45.6,NA,1,100.0,864,0.1,49.0,NA,1,100.0,0,0,39.3,NA,1,100.0,4470,522,0,0.2
103,50%,nonunit,15783,24663,27.8,NA,1,100.0,18.0,NA,1,100.0,3670,0.1,24.0,NA,1,100.0,723,0.1,28.4,NA,1,100.0,0,0,20.2,NA,1,100.0,3670,453,0,0.1
105,50%,nonunit,26300,41500,55.7,NA,1,100.0,40.2,NA,1,100.0,4484,0.2,51.4,NA,1,100.0,850,<0.1,54.6,NA,1,100.0,0,0,44.8,NA,1,100.0,4483,522,0,0.2
107,50%,nonunit,13590,21240,16.3,NA,1,100.0,11.9,NA,1,100.0,3249,<0.1,20.4,NA,1,100.0,490,0.1,16.3,NA,1,100.0,0,0,12.9,NA,1,100.0,3249,338,0,0.1
109,50%,nonunit,66992,90970,427.9,NA,28,100.0,505.8,NA,1,100.0,17109,1.6,432.5,NA,139,100.0,1054,0.2,412.9,NA,28,100.0,0,0,454.1,NA,1,100.0,16223,666,0,2.3
111,50%,nonunit,450,17831,3480.8,9.6,1559,49.7,3519.6,12.8,611,55.4,10591,<0.1,3579.9,15.3,1,52.9,22532,0.7,3591.5,18.0,1,40.7,16638,8.8,3591.5,14.9,1,56.8,10591,11524,900,0.8
113,50%,nonunit,26300,41500,54.3,NA,1,100.0,35.3,NA,1,100.0,4518,0.2,47.3,NA,1,100.0,857,<0.1,47.7,NA,1,100.0,0,<0.1,45.1,NA,1,100.0,4520,522,0,0.2
115,50%,nonunit,18096,28281,38.3,NA,1,100.0,23.8,NA,1,100.0,3806,0.1,39.4,NA,1,100.0,728,<0.1,38.2,NA,1,100.0,0,<0.1,26.0,NA,1,100.0,3806,476,0,0.1
117,50%,nonunit,18096,28281,32.1,NA,1,100.0,31.7,NA,1,100.0,3651,0.1,36.1,NA,1,100.0,737,<0.1,35.4,NA,1,100.0,0,0,34.6,NA,1,100.0,3651,476,0,0.1
119,50%,nonunit,18096,28281,32.2,NA,1,100.0,30.9,NA,1,100.0,3813,0.2,35.8,NA,1,100.0,795,<0.1,36.1,NA,1,100.0,0,<0.1,29.2,NA,1,100.0,3813,476,0,0.1
121,50%,nonunit,18096,28281,35.6,NA,1,100.0,33.6,NA,1,100.0,3804,0.1,36.3,NA,1,100.0,760,<0.1,34.0,NA,1,100.0,0,0,33.6,NA,1,100.0,3804,476,0,0.1
123,50%,nonunit,26300,41500,141.4,NA,1,100.0,132.1,NA,1,100.0,4515,0.2,146.0,NA,1,100.0,868,<0.1,140.7,NA,1,100.0,0,0,145.0,NA,1,100.0,4517,522,0,0.2
125,50%,nonunit,26300,41500,60.2,NA,1,100.0,36.1,NA,1,100.0,4501,0.3,46.0,NA,1,100.0,835,<0.1,54.2,NA,1,100.0,0,0,40.3,NA,1,100.0,4500,522,0,0.2
127,50%,nonunit,18096,28281,34.0,NA,1,100.0,18.9,NA,1,100.0,3524,0.1,34.4,NA,1,100.0,725,0.1,34.6,NA,1,100.0,0,<0.1,20.9,NA,1,100.0,3524,476,0,0.1
129,50%,nonunit,15783,24663,21.2,NA,1,100.0,23.0,NA,1,100.0,3879,0.2,33.9,NA,1,100.0,725,0.1,23.3,NA,1,100.0,0,0,22.9,NA,1,100.0,3879,462,0,0.1
131,50%,nonunit,2980,5360,2.2,NA,1,100.0,3.3,NA,1,100.0,1132,2.0,1.7,NA,1,100.0,292,0,3.0,NA,1,100.0,0,0.7,4.1,NA,1,100.0,1132,174,0,2.6
133,50%,nonunit,15783,24663,26.8,NA,1,100.0,25.3,NA,1,100.0,3480,0.1,33.7,NA,1,100.0,732,<0.1,28.2,NA,1,100.0,0,0,26.1,NA,1,100.0,3480,462,0,0.1
135,50%,nonunit,26300,41500,54.7,NA,1,100.0,42.2,NA,1,100.0,4426,0.2,48.4,NA,1,100.0,843,<0.1,55.4,NA,1,100.0,0,0,47.5,NA,1,100.0,4425,522,0,0.2
137,50%,nonunit,26300,41500,52.9,NA,1,100.0,40.8,NA,1,100.0,4563,0.2,52.7,NA,1,100.0,861,<0.1,55.2,NA,1,100.0,0,0,54.8,NA,1,100.0,4552,522,0,0.2
139,50%,nonunit,18096,28281,31.1,NA,1,100.0,26.2,NA,1,100.0,3675,0.1,33.6,NA,1,100.0,752,<0.1,32.9,NA,1,100.0,0,0,29.6,NA,1,100.0,3675,476,0,0.1
141,50%,nonunit,18096,28281,40.9,NA,2,100.0,36.2,NA,1,100.0,3632,0.1,44.1,NA,1,100.0,758,<0.1,36.5,NA,2,100.0,0,<0.1,34.0,NA,1,100.0,3632,476,0,0.1
143,50%,nonunit,18096,28281,34.4,NA,1,100.0,25.0,NA,1,100.0,3849,0.1,37.0,NA,1,100.0,788,<0.1,34.4,NA,1,100.0,0,<0.1,29.1,NA,1,100.0,3849,476,0,0.1
145,50%,nonunit,18096,28281,35.8,NA,1,100.0,22.7,NA,1,100.0,3556,0.2,37.0,NA,1,100.0,792,0.1,42.8,NA,1,100.0,0,0,25.7,NA,1,100.0,3556,476,0,0.1
147,50%,nonunit,18096,28281,50.6,NA,1,100.0,30.6,NA,1,100.0,3723,0.1,50.4,NA,1,100.0,800,0.1,47.9,NA,1,100.0,0,0,32.2,NA,1,100.0,3723,476,0,0.1
149,50%,nonunit,26300,41500,59.2,NA,1,100.0,49.7,NA,1,100.0,4492,0.3,55.1,NA,1,100.0,839,<0.1,59.6,NA,1,100.0,0,0,47.1,NA,1,100.0,4506,522,0,0.2
151,50%,nonunit,15783,24663,34.3,NA,1,100.0,30.3,NA,1,100.0,3832,0.1,33.0,NA,1,100.0,724,<0.1,34.2,NA,1,100.0,0,0,32.1,NA,1,100.0,3832,462,0,0.1
153,50%,nonunit,29076,45570,86.5,NA,1,100.0,71.3,NA,1,100.0,5782,0.5,87.5,NA,1,100.0,918,<0.1,83.9,NA,1,100.0,0,0,59.0,NA,1,100.0,5549,534,0,0.4
155,50%,nonunit,26300,41500,60.5,NA,1,100.0,51.7,NA,1,100.0,4438,0.2,46.5,NA,1,100.0,808,0.1,60.1,NA,1,100.0,0,<0.1,47.9,NA,1,100.0,4437,522,0,0.3
157,50%,nonunit,2980,5360,2.8,NA,1,100.0,4.2,NA,1,100.0,1157,1.9,2.1,NA,1,100.0,280,<0.1,3.6,NA,1,100.0,0,0.7,5.0,NA,1,100.0,1157,174,0,2.7
159,50%,nonunit,18096,28281,44.6,NA,1,100.0,31.1,NA,1,100.0,3759,0.1,46.8,NA,1,100.0,732,<0.1,42.4,NA,1,100.0,0,0,31.5,NA,1,100.0,3759,476,0,0.1
161,50%,nonunit,138141,227241,2805.8,NA,2,100.0,3076.7,NA,1,100.0,14030,0.7,3592.5,18.3,1,100.0,1593,0.3,2787.4,NA,2,100.0,0,<0.1,3477.3,NA,1,100.0,14006,768,0,1.1
163,50%,nonunit,18096,28281,31.2,NA,1,100.0,24.5,NA,1,100.0,3686,0.1,34.4,NA,1,100.0,778,0.1,30.2,NA,1,100.0,0,0,27.7,NA,1,100.0,3686,476,0,0.1
165,50%,nonunit,18096,28281,35.8,NA,1,100.0,27.5,NA,1,100.0,3814,0.1,32.1,NA,1,100.0,787,<0.1,35.8,NA,1,100.0,0,0,29.3,NA,1,100.0,3814,476,0,0.1
167,50%,nonunit,15783,24663,29.0,NA,1,100.0,20.5,NA,1,100.0,3541,0.1,26.6,NA,1,100.0,731,<0.1,28.2,NA,1,100.0,0,0,22.4,NA,1,100.0,3541,462,0,0.1
169,50%,nonunit,4768,8576,3.9,NA,1,100.0,9.3,NA,1,100.0,1655,6.5,4.0,NA,1,100.0,388,<0.1,5.7,NA,1,100.0,0,1.8,10.5,NA,1,100.0,1655,186,0,7.6
171,50%,nonunit,18096,28281,34.1,NA,1,100.0,27.3,NA,1,100.0,3692,0.1,38.2,NA,1,100.0,791,0,34.9,NA,1,100.0,0,0,29.5,NA,1,100.0,3692,476,0,0.1
173,50%,nonunit,56860,77264,280.0,NA,142,100.0,268.9,NA,1,100.0,15722,4.3,249.0,NA,16,100.0,1130,0.1,275.2,NA,142,100.0,0,<0.1,262.0,NA,1,100.0,16007,634,0,3.6
175,50%,nonunit,3523,6446,4.1,NA,1,100.0,5.7,NA,1,100.0,1302,2.9,4.0,NA,1,100.0,368,<0.1,5.1,NA,1,100.0,0,1.0,6.8,NA,1,100.0,1302,178,0,3.9
177,50%,nonunit,5066,9112,3.8,NA,1,100.0,9.2,NA,1,100.0,1740,6.7,4.0,NA,1,100.0,380,<0.1,5.9,NA,1,100.0,0,2.1,13.3,NA,1,100.0,1740,188,0,10.4
179,50%,nonunit,15783,24663,33.6,NA,1,100.0,23.1,NA,1,100.0,3729,0.1,29.6,NA,1,100.0,715,<0.1,34.0,NA,1,100.0,0,0,25.5,NA,1,100.0,3729,460,0,0.1
181,50%,nonunit,18096,28281,33.5,NA,1,100.0,28.0,NA,1,100.0,3645,0.1,35.1,NA,1,100.0,761,<0.1,33.2,NA,1,100.0,0,0,31.6,NA,1,100.0,3645,476,0,0.1
183,50%,nonunit,72420,118362,530.7,NA,1,100.0,588.0,NA,1,100.0,8701,0.2,603.0,NA,1,100.0,1088,0.1,528.3,NA,1,100.0,0,<0.1,598.8,NA,1,100.0,8405,698,0,0.3
185,50%,nonunit,3523,6446,2.4,NA,1,100.0,4.6,NA,1,100.0,1275,2.9,2.4,NA,1,100.0,368,0,3.3,NA,1,100.0,0,0.9,5.8,NA,1,100.0,1275,178,0,4.0
187,50%,nonunit,4227,7734,3.8,NA,1,100.0,6.3,NA,1,100.0,1481,4.3,2.6,NA,1,100.0,366,<0.1,5.2,NA,1,100.0,0,1.4,8.4,NA,1,100.0,1481,183,0,6.2
189,50%,nonunit,7400,13600,7.5,NA,1,100.0,15.1,NA,1,100.0,2466,10.0,7.8,NA,1,100.0,434,0,12.1,NA,1,100.0,0,4.7,19.9,NA,1,100.0,2475,201,0,14.4
191,50%,nonunit,4579,8378,4.7,NA,1,100.0,8.0,NA,1,100.0,1622,5.2,3.9,NA,1,100.0,371,<0.1,6.3,NA,1,100.0,0,1.7,9.9,NA,1,100.0,1622,185,0,7.0
193,50%,nonunit,7030,12920,6.6,NA,1,100.0,15.5,NA,1,100.0,2425,10.0,9.2,NA,1,100.0,453,<0.1,10.8,NA,1,100.0,0,4.0,19.9,NA,1,100.0,2413,199,0,14.0
195,50%,nonunit,1150,81068,3591.5,20.3,1,19.8,3591.5,20.6,1,18.5,10568,<0.1,3575.5,21.7,1,14.4,5642,0.1,3591.7,24.3,1,3.5,4600,9.5,3591.6,24.6,1,2.0,2642,434,2300,4.7
197,50%,nonunit,1534,127011,3592.0,22.5,1,12.6,3591.5,21.6,1,13.2,10026,<0.1,3591.3,23.3,1,8.5,4266,0.1,3591.6,24.9,1,0,1534,4.2,3591.7,24.9,1,0,1671,237,1534,4.3
199,50%,nonunit,1534,126163,3591.5,22.1,1,12.8,3591.5,21.8,1,13.1,10002,<0.1,3591.6,24.1,1,3.5,1422,<0.1,3591.6,24.9,1,0,1534,4.2,3591.7,24.9,1,0,1667,237,1534,4.9
1,60%,nonunit,6160,40207,3.2,NA,1,100.0,3.3,NA,1,100.0,0,0,4.3,NA,1,100.0,0,0,3.2,NA,1,100.0,0,0,4.5,NA,1,100.0,0,0,0,0
3,60%,nonunit,60541,48418,10.7,NA,1,100.0,10.9,NA,1,100.0,0,0,17.8,NA,1,100.0,0,0,10.7,NA,1,100.0,0,0,17.7,NA,1,100.0,0,0,0,0
5,60%,nonunit,200,798,636.0,NA,520147,0,255.0,NA,235467,0,319,0.5,63.5,NA,37510,0,103,<0.1,1106.0,NA,865210,0,610,1.1,12.1,NA,1273,24.3,2575,78,306,1.3
7,60%,nonunit,8794,10121,0.6,NA,1,100.0,0.6,NA,1,100.0,0,0,0.9,NA,1,100.0,0,0,0.5,NA,1,100.0,0,0,0.8,NA,1,100.0,0,0,0,0
9,60%,nonunit,38452,174645,65.1,NA,1,100.0,64.4,NA,1,100.0,3000,<0.1,89.3,NA,1,100.0,331,<0.1,64.5,NA,1,100.0,0,0,89.0,NA,1,100.0,3000,331,0,<0.1
11,60%,nonunit,9877,25973,2.1,NA,1,100.0,2.4,NA,1,100.0,1836,0.3,3.5,NA,1,100.0,218,<0.1,2.3,NA,1,100.0,0,0.2,3.8,NA,1,100.0,1836,218,0,0.5
13,60%,nonunit,45307,36697,6.3,NA,1,100.0,6.1,NA,1,100.0,0,0,8.9,NA,1,100.0,0,0,6.1,NA,1,100.0,0,0,8.9,NA,1,100.0,0,0,0,0
15,60%,nonunit,53610,42940,8.7,NA,1,100.0,8.6,NA,1,100.0,0,0,12.7,NA,1,100.0,0,0,8.6,NA,1,100.0,0,0,12.6,NA,1,100.0,0,0,0,0
17,60%,nonunit,23541,34233,12.3,NA,1,100.0,12.4,NA,1,100.0,803,<0.1,14.8,NA,1,100.0,251,<0.1,13.0,NA,1,100.0,0,0.6,15.7,NA,1,100.0,803,251,0,0.6
19,60%,nonunit,200,862,2307.0,NA,1884978,0,258.9,NA,127135,0,347,0.3,2234.9,NA,2439963,0,107,2.5,1498.4,NA,1162899,0,304,1.2,36.2,NA,5533,15.8,2462,114,304,1.0
21,60%,nonunit,24765,19655,1.9,NA,1,100.0,1.9,NA,1,100.0,0,0,2.7,NA,1,100.0,0,0,1.9,NA,1,100.0,0,0,2.8,NA,1,100.0,0,0,0,0
23,60%,nonunit,27717,133665,45.4,NA,1,100.0,45.0,NA,1,100.0,3000,<0.1,58.1,NA,1,100.0,303,<0.1,51.1,NA,1,100.0,0,5.4,65.6,NA,1,100.0,3000,303,0,5.7
25,60%,nonunit,23194,18295,1.6,NA,1,100.0,1.7,NA,1,100.0,0,0,2.4,NA,1,100.0,0,0,1.6,NA,1,100.0,0,0,2.4,NA,1,100.0,0,0,0,0
27,60%,nonunit,65866,52435,12.6,NA,1,100.0,12.6,NA,1,100.0,0,0,20.3,NA,1,100.0,0,0,12.4,NA,1,100.0,0,0,21.1,NA,1,100.0,0,0,0,0
29,60%,nonunit,13431,16234,1.1,NA,1,100.0,1.1,NA,1,100.0,0,0,1.8,NA,1,100.0,0,0,1.1,NA,1,100.0,0,0,1.8,NA,1,100.0,0,0,0,0
31,60%,nonunit,200,813,3396.9,1.2,2757030,0,476.3,NA,89546,40.3,1459,0.6,1257.9,NA,512707,28.8,308,0.6,3474.0,1.1,2307001,0,155,4.1,475.0,NA,83158,42.7,1708,183,155,0.9
33,60%,nonunit,4410,6885,3549.9,<0.1,1038283,0,16.0,NA,224,97.1,7149,6.7,8.1,NA,366,97.1,826,<0.1,3501.7,<0.1,1001304,0,0,2.1,93.5,NA,212,97.1,21109,364,0,52.5
35,60%,nonunit,200,864,3486.3,0.7,2369773,0,1754.9,NA,1122013,0,310,1.8,3384.3,0.3,2436001,0,100,3.8,3511.0,0.5,2346002,0,154,3.8,290.2,NA,49673,18.4,2164,86,154,0.9
37,60%,nonunit,198,808,2902.9,NA,2461603,0,284.9,NA,173042,0,300,0.3,294.6,NA,222160,0,95,0.2,2966.8,NA,2461603,0,156,2.3,41.8,NA,5416,26.5,2364,74,310,0.9
39,60%,nonunit,6795,10620,3510.0,<0.1,504401,0,48.9,NA,1861,96.4,11560,15.2,3519.1,<0.1,644042,0,780,1.3,3446.3,<0.1,462470,0,0,1.6,101.0,NA,1470,96.4,21635,390,0,41.2
41,60%,nonunit,200,1023,3475.3,1.3,2205615,0,727.7,NA,81822,38.3,2064,0.8,3041.7,NA,1180658,21.8,343,1.4,3459.5,1.3,2237906,0,156,3.8,816.2,NA,102705,38.0,2458,165,156,1.3
43,60%,nonunit,200,841,3490.5,1.0,2560371,0,146.1,NA,25017,50.2,1773,0.5,236.2,NA,81583,37.3,336,0.1,3549.5,1.0,2569828,0,158,4.4,91.5,NA,13572,49.8,1655,194,316,0.9
45,60%,nonunit,200,1020,3478.2,0.7,2475514,0,269.6,NA,30286,29.2,2460,0.8,2798.0,NA,1472242,0,185,1.1,3496.2,0.8,2225713,0,490,3.7,267.1,NA,28947,26.9,2375,142,160,0.9
47,60%,nonunit,200,1093,3501.2,1.1,2144972,0,849.4,NA,102427,28.9,1864,0.7,2751.1,NA,1174880,4.1,225,1.1,3488.6,1.0,2100438,0,610,3.6,752.8,NA,72505,32.6,1962,145,310,1.1
49,60%,nonunit,200,933,3504.6,0.7,2380717,0,286.7,NA,41696,27.5,2118,0.7,3495.5,0.2,2317232,0,131,2.9,3507.2,0.8,2437701,0,612,4.0,220.6,NA,32143,27.5,2136,112,159,1.0
51,60%,nonunit,200,1098,3432.9,1.1,1899058,0,1212.0,NA,166747,32.3,1747,0.8,3500.1,0.2,1031193,15.6,315,1.2,3500.4,1.3,1957297,0,616,3.5,1480.5,NA,172759,35.4,2088,196,318,1.6
53,60%,nonunit,200,1026,3541.4,1.1,2641601,0,1039.6,NA,139546,34.3,2205,1.1,1686.5,NA,868666,2.5,213,0.9,3518.4,1.1,2571501,0,160,4.8,1031.0,NA,129437,33.6,1969,150,306,1.2
55,60%,nonunit,200,938,3532.0,0.1,2774902,0,52.3,NA,7241,21.4,2317,0.7,709.0,NA,524105,<0.1,145,0.7,3488.2,0.4,2403952,0,607,3.7,63.9,NA,8826,21.3,2173,124,155,0.8
57,60%,nonunit,200,1160,3530.0,1.4,1981544,0,1552.1,NA,139987,44.0,1930,0.9,3481.5,0.3,767106,26.6,394,0.9,3412.2,1.4,1999044,0,613,3.4,1896.2,NA,181673,43.0,2065,237,159,1.5
59,60%,nonunit,200,961,3529.8,0.8,2151568,0,364.1,NA,51946,29.0,2132,0.9,1253.6,NA,563461,14.4,285,0.5,3424.6,1.1,2354214,0,282,4.4,404.5,NA,65687,30.1,1862,136,296,0.9
61,60%,nonunit,200,931,3541.7,0.3,2628344,0,191.4,NA,31760,22.4,2157,0.7,3359.4,NA,2553708,0,129,2.3,3522.1,0.6,2351969,0,462,4.0,420.8,NA,66591,23.2,2067,98,312,1.0
63,60%,nonunit,200,1011,3494.3,1.4,2373701,0,818.3,NA,96941,28.9,2562,0.9,3534.7,0.4,1918201,1.4,189,3.0,3537.3,1.2,2243201,0,476,3.6,753.8,NA,80698,29.0,2524,132,320,1.1
